f0,f1,f2,f3,f4,f5,id
0.5455242,2.4486105,1.6196162,3.2456882,-4.457629,-4.7554436,1490
0.18543625,0.998178,5.085628,2.864114,-4.760668,-5.2441225,2354
-2.891518,3.8711212,4.133626,3.973394,-4.887697,-5.632137,1004
1.6212803,2.8430529,0.8111189,3.4709063,-4.4948583,-4.863862,2129
-1.2833028,2.8709977,3.8128104,3.1119628,-5.0099044,-4.8581724,2235
3.072211,3.2546473,1.7207199,0.87660784,-4.2368135,-4.4767456,477
3.4238534,0.771216,1.3788834,1.75542,-4.1581774,-3.2303147,30
-0.9997547,3.6685421,2.7331796,2.8720074,-4.9104395,-4.7320504,2311
-1.5077975,2.9517395,2.5744298,3.3160696,-4.171794,-4.5338984,182
0.83015156,0.39832023,2.8243296,3.0466127,-4.2483864,-4.207672,2619
2.7161865,1.6668848,1.3216512,1.63021,-4.3772116,-4.6353807,2505
2.9146986,-1.3435347,1.4478949,5.5466356,-4.832329,-5.059022,263
4.6417947,0.65989214,3.2622283,0.23275456,-4.839173,-5.0777736,1428
2.3131316,0.8951905,0.1651215,3.451437,-3.9013922,-4.0750446,2997
1.5857267,1.389778,1.0350426,4.1793127,-4.744038,-4.7523847,818
-1.1321017,0.97764266,2.0080683,6.147906,-4.7681065,-4.8981857,1610
-0.45631552,1.0524633,2.013726,4.5635962,-3.9113975,-4.070199,2540
1.570819,4.578884,2.4277916,0.33543694,-4.8969507,-4.96754,88
4.7616253,-0.0956526,0.014548685,1.5166819,-3.6089814,-3.7097197,1284
-1.8861886,2.810281,3.0856936,3.894758,-4.619797,-4.694623,226
1.0264399,2.701322,3.174115,2.7983768,-5.036822,-5.582815,2778
0.012542192,1.669849,3.169544,2.9151685,-4.8157396,-4.9600263,2191
-0.7985702,2.8336282,2.3439515,3.8415723,-5.1182685,-5.1478825,1655
0.20370877,3.0345058,3.5622642,2.1132064,-5.2145176,-5.514305,2566
-0.7900734,2.4639432,3.0992942,4.1588387,-5.0445247,-5.527359,3997
4.0522094,0.15312672,1.1622113,2.2386496,-4.4163547,-4.630741,200
6.0420384,-0.5456398,0.20018134,1.6052337,-4.136809,-4.254222,3505
3.2667785,0.88924176,2.841335,0.90440184,-4.2822886,-4.2555017,4015
0.28843462,2.3338,3.2447937,1.3413184,-3.6804233,-4.0318637,3778
1.3197536,1.5971698,2.792146,2.059348,-4.286171,-4.5950813,2523
4.972822,-1.1195151,0.9732859,1.5551208,-3.6809893,-3.5557528,3191
2.7487354,-1.1975824,3.0301983,2.3976805,-4.246268,-4.306512,245
4.7201014,-0.10579827,0.3142633,3.3052404,-4.7529306,-5.07555,3540
3.4617407,2.3499904,1.6826345,2.5372262,-4.937515,-5.348944,694
1.7469246,1.8759319,4.025912,0.7944374,-4.70763,-4.643009,1636
0.4552487,1.9274575,3.1595638,1.5124559,-4.1428747,-4.1702003,2036
1.0824627,0.3510795,1.0784568,3.885002,-3.4386177,-3.4350152,2875
-1.540497,2.3378222,3.5731187,3.5982869,-4.387787,-4.896318,750
-0.3980907,2.0637636,3.5690053,2.0892608,-4.4106693,-4.1938896,3484
0.0846743,2.0102665,3.4276533,1.337328,-3.997149,-3.8783422,1207
0.46828997,3.2566311,3.5704758,1.1770523,-4.493597,-4.9828773,381
4.581115,0.25388464,0.9490566,2.797742,-4.730241,-4.719255,3055
-0.31671017,4.3177433,2.797726,2.4617693,-5.475583,-5.280853,568
-3.0138087,3.2291198,5.5317235,3.4085042,-5.3881903,-5.4039426,3816
-0.19509658,0.13152373,5.080259,3.737225,-4.779546,-4.9853835,1323
-0.68557036,3.0018613,3.0080173,3.1478255,-5.033294,-5.3952665,2073
1.2646478,1.0861915,1.5947093,3.8494623,-4.6757593,-4.5758076,3228
2.0834303,-1.6754066,0.8063047,4.275743,-3.311337,-3.0716603,715
-0.64416,2.3922954,2.3494751,4.082916,-4.50827,-4.9668365,1242
2.0486362,0.062253177,2.7735314,2.767732,-4.6518207,-4.949931,2830
0.12720859,0.9315547,2.8977892,2.683661,-4.060545,-4.0364113,1693
-0.67591125,3.201173,2.5003977,3.1057541,-4.8183823,-4.7978487,3010
-0.15498447,2.241864,1.3114549,4.193813,-4.7671204,-4.8960013,1366
-0.6405925,2.2467813,4.034903,2.3888502,-5.064972,-5.1080084,3853
-0.25238594,2.9152236,1.485705,4.5285907,-4.8754053,-5.2319145,2055
-0.6339244,3.576426,2.1231806,2.9466624,-4.7633147,-4.6203766,1791
-1.281806,1.0944524,2.024824,4.7981915,-3.8866937,-4.317447,999
-0.19580437,2.297612,0.8091996,5.6289377,-5.081665,-5.2019305,733
2.4129972,0.61358964,1.7512901,2.489003,-4.2462234,-4.2044435,1178
-3.156035,3.3497932,4.2616143,4.691587,-5.4424486,-5.252221,2816
1.4927548,2.357148,3.1467488,1.3759029,-4.2908354,-4.2921124,68
1.5604274,0.43851003,0.91465867,3.053716,-3.6469502,-3.8320332,2171
3.2250023,0.25617474,2.0720446,1.1501508,-4.153447,-4.220389,2484
0.5944411,1.9076695,3.836505,1.9410015,-4.5477285,-4.8031034,2932
-1.1537504,2.60136,3.2177067,4.499288,-5.1548758,-5.3961477,617
-1.6745582,1.1998338,4.0581927,4.0932174,-4.453683,-4.8518677,1340
-0.5494055,3.032262,4.66349,2.548957,-5.5182157,-5.583083,283
-0.10624781,2.0324981,2.1129186,4.952236,-5.2303743,-5.920845,2010
-0.5327254,1.5480314,2.2023942,5.601211,-5.214018,-5.541277,2853
-0.8772369,3.320289,4.124612,2.3149734,-5.0697412,-5.0222726,776
1.6049556,1.512705,2.0776875,2.344704,-4.3459377,-4.385144,2134
-0.47748888,0.72824097,1.977694,4.8756037,-4.1785774,-4.389142,2228
-0.4208971,2.5024245,3.846847,3.4982467,-4.7820597,-5.2927103,652
-1.5767995,3.4017823,3.9217613,2.5611897,-4.9627194,-4.992278,1305
-1.6232752,4.539026,3.5345504,1.9059811,-4.636465,-4.734297,2643
-1.7421565,2.95106,3.680267,4.7456713,-5.647834,-5.7038074,1187
2.460894,0.7145227,1.0018495,2.7038867,-3.8834677,-4.3634357,966
2.5127575,2.5938342,2.1478727,-0.045382634,-4.2867413,-4.3040614,3418
-0.19115186,0.3124179,1.5310892,4.786832,-3.9227676,-3.9441648,1472
-0.5129332,2.2369428,4.0150447,3.0900395,-5.146929,-5.58136,125
-2.4035356,3.052645,4.207727,4.2979636,-5.2921467,-5.4168844,3620
0.21251541,2.988888,2.288042,3.7183309,-4.9974003,-5.577816,2292
-0.45412093,0.23578656,2.2713091,6.973326,-5.05718,-5.398327,1556
-1.9822992,4.218718,3.1962922,3.669235,-5.2242627,-5.3216,923
-1.6692826,1.9350611,3.0595243,5.1871448,-4.862757,-5.0460615,789
-1.6061729,3.7610896,3.3220737,3.6634133,-5.514013,-5.342742,2606
1.8532988,1.5206426,1.9155061,2.3218691,-4.46956,-4.237029,1437
-1.392311,3.051317,2.7833161,3.800567,-4.6469355,-5.111721,160
1.4761508,2.7771752,3.6395137,0.62380964,-4.2619004,-4.9318223,1981
-3.1499557,2.2146916,2.9758508,5.3062277,-4.4707327,-4.6560974,3665
1.9503912,1.7404048,1.4107157,1.1279395,-3.4850178,-3.86683,358
2.7339034,-0.21309367,1.4339538,3.966787,-4.4417887,-5.064668,1513
3.281883,-0.07182857,2.2559748,3.1421518,-5.121299,-4.774595,905
-0.43354207,1.5168099,0.8949334,5.5310526,-4.631031,-4.830474,2620
1.2748278,0.37304696,3.3540165,2.3394477,-4.106949,-4.43384,146
0.014288548,1.0790854,1.426044,4.604676,-4.052082,-4.243948,2418
2.0525508,1.2583164,1.9848424,1.0952156,-3.8195245,-3.6740546,2704
-0.9442045,1.438459,4.3049016,4.165441,-4.764429,-5.383925,821
1.4895893,1.9330812,1.9445637,2.5399063,-4.4491806,-4.750547,597
3.990714,-0.068141825,1.4005681,0.9223389,-3.6085136,-3.5826895,1535
1.3862059,3.3451307,1.5577322,2.3160536,-4.290592,-4.918334,2665
1.2746772,0.8172287,2.8154218,4.038035,-5.144433,-5.494662,940
0.9433742,0.97064435,2.3739603,4.4696403,-4.5780706,-4.941414,103
-1.6242582,2.6172965,1.2572787,6.191939,-4.5698285,-4.958514,1748
-0.11711529,1.1209131,1.2676445,4.501145,-4.0410376,-4.147558,2390
1.9075186,-0.9223012,0.23169047,4.507069,-3.610666,-3.7206159,864
2.527029,2.7006357,2.193022,1.2865839,-4.627456,-5.198583,1399
3.087573,-0.8797297,1.5521379,2.5475147,-3.671376,-3.6188555,2741
0.4359733,2.289099,2.7029417,3.1706915,-5.1865277,-5.360445,1570
1.3601128,0.60415584,4.4940004,2.358631,-4.860901,-4.6463575,8
1.6862737,1.488732,2.4420173,1.2807096,-4.013337,-3.76622,2370
-1.1376992,4.4635124,3.714751,2.1593633,-4.9316144,-5.008884,416
-1.6422058,5.287581,4.4845047,0.8689289,-5.1360226,-5.318225,51
-1.1970884,1.4941555,1.2785455,7.639588,-5.0479894,-5.2705154,2599
1.9701201,1.8914614,2.311461,1.0964581,-4.2717533,-4.393468,2148
-2.730699,3.8684733,4.2441325,4.2936134,-5.756443,-5.922824,1065
-1.9357978,2.6243365,4.0053983,3.3212626,-4.88842,-4.617515,884
1.9872907,1.0597265,1.6347734,3.854729,-4.6896906,-4.9116735,2029
1.283013,1.9817824,4.4123797,1.9505678,-5.0971622,-5.4553976,14
-2.1958084,2.4951282,4.810533,3.9493678,-5.157023,-5.6353016,453
-0.2463324,3.3528626,1.7288734,5.129662,-5.60832,-5.9436274,1218
0.4297506,1.8217154,2.6257203,4.6984,-5.293339,-5.7699647,1863
1.6086482,0.73794746,3.8438563,2.1008952,-4.4572477,-4.7768292,1020
-0.35249043,1.3641433,3.2837842,3.7633355,-4.9004354,-5.15757,3148
1.1562457,2.4149287,1.6537827,2.743509,-4.6992607,-4.4701586,2313
2.5193686,1.0206286,2.0988204,1.6971867,-4.5410724,-4.554717,475
3.5482557,0.19062263,2.1023638,1.3311565,-3.7546568,-3.8405418,1845
-0.551558,1.0724585,4.9267087,0.8740631,-3.5468488,-3.8888378,3370
2.448909,1.1756953,2.5639896,1.6631737,-3.7992353,-4.458516,1006
2.0087793,2.6637661,2.5781834,1.207534,-4.455483,-4.6445627,3599
4.379004,0.24023645,0.90028155,1.3312987,-3.9693975,-4.018144,2356
2.2530398,0.49264124,2.8041728,2.1566029,-4.1428776,-4.3059235,1492
-0.06702098,3.2908766,4.5777855,1.4202502,-5.1379957,-5.0051713,77
2.8036351,3.2308447,1.3864521,1.9469419,-5.530304,-5.3530483,3335
1.6259373,0.9156507,2.446405,2.975166,-4.26097,-4.729622,1800
3.8879714,1.3222369,1.4797748,1.4856167,-4.3202367,-4.419508,2787
1.3371183,2.9813783,1.5996159,2.8045018,-5.2668324,-5.386902,1043
5.2373033,-1.1958221,1.6502703,1.425782,-4.0568647,-4.357684,4031
-0.46903938,2.8383024,1.9623615,4.8927283,-4.7839093,-5.204879,1657
1.2006332,0.20925552,0.98701787,3.3471916,-3.448111,-3.322096,2193
3.660378,2.3285525,1.5075213,0.9430327,-4.862011,-5.5321217,3521
-0.6962513,4.7458396,4.2106104,1.7475344,-5.514094,-5.864008,224
-0.8167814,3.7693503,3.0753863,3.109307,-5.2094884,-5.58742,3719
2.3305087,0.37851253,2.8582976,1.0271782,-3.542479,-3.7127514,1286
3.673251,-0.14966375,3.1407678,0.24054796,-4.0915856,-4.1201982,2542
-0.24046633,3.2996645,3.4200323,2.3812137,-5.3246856,-5.182459,1612
-0.76786196,1.4612666,4.1390457,2.055249,-3.7044375,-4.1240816,3564
-0.75694716,5.306465,4.353149,1.188117,-5.951863,-6.560505,261
0.93911046,0.5189637,1.0670614,4.5943956,-4.278249,-4.430006,2507
-2.194242,2.58913,2.8745768,4.8122106,-4.7470694,-4.931521,1634
-2.6410265,1.8312256,2.815601,4.968249,-4.352785,-4.6399536,696
1.492839,0.9920979,2.3211725,2.5709622,-4.567077,-4.634232,2405
2.052137,0.9617051,0.92308575,2.9595037,-3.560203,-4.0716367,2897
-1.6078458,3.9936316,3.6401703,2.4108732,-4.981163,-5.1798162,2521
3.0698335,0.6716175,1.5775479,1.365975,-4.0092487,-4.049144,326
-0.09736277,1.3805457,4.5123696,2.8236203,-4.6754313,-5.0783625,2440
-0.93076545,3.5509732,1.8622063,4.8195095,-5.4914894,-5.697115,1098
0.9602154,0.7463202,2.2355468,4.402751,-4.8491898,-4.7734194,879
2.3049092,0.43036523,1.0187314,3.5437624,-3.6815546,-4.2317095,2091
-1.3076566,2.23875,2.0403268,3.9225695,-4.0662985,-4.4818845,202
1.3418982,2.4600844,1.7540289,2.4399858,-4.7833824,-4.8841553,2564
0.25823802,4.127798,4.0090632,1.3988657,-5.601134,-6.0367355,899
-0.4316948,2.092322,3.3054152,3.8395216,-5.4184227,-5.2735286,1364
3.831175,0.23299974,2.1139498,1.398654,-4.1724377,-4.2995453,2249
1.3184835,1.5113801,3.237058,0.63992584,-3.654696,-3.8104777,2698
1.385844,1.557224,3.475043,2.7482278,-5.699872,-5.559149,2832
0.49082488,4.01699,3.0279424,2.4344583,-5.7139897,-5.7704144,717
1.5681716,2.6867898,2.3722012,1.4376013,-4.524132,-5.0576878,2071
1.5064719,1.4154402,2.2906833,2.7963827,-4.3369255,-4.7459197,1321
0.3335194,3.4165134,2.1243064,1.775099,-3.8081203,-4.206895,383
1.9605087,1.3973802,2.446818,2.7868998,-4.6176305,-4.7508163,752
0.5500708,0.6112363,4.9275494,2.8074386,-4.7818804,-5.2105684,2877
0.97707397,0.98008335,1.8443242,2.5082476,-3.7255003,-3.916857,2328
1.0595552,0.7539979,3.7771976,1.8896549,-4.7925396,-4.5531588,2034
-1.4500932,1.3326541,2.8807888,5.221244,-4.6374207,-4.897646,3698
3.2455304,0.32169202,3.229767,1.0484965,-4.3431025,-4.6671486,3832
1.3689957,0.5076971,0.71548265,4.5733547,-4.414831,-4.575309,1307
2.7684577,-0.7801788,0.61531556,5.6188154,-4.9140625,-5.1543026,1858
3.1540394,1.2897247,0.63820547,2.965193,-4.0995955,-4.391773,3071
2.251779,0.6964412,1.9838256,3.4028018,-4.737389,-5.0634084,774
-1.9815458,6.377725,2.8961275,2.0525458,-5.4343877,-5.272299,2851
0.07152492,0.4010708,3.3475504,3.7348473,-4.1507616,-4.1739063,2012
-1.699174,1.9492989,2.7270699,5.343122,-4.4696636,-5.3192663,3249
0.1196174,0.5523318,2.059322,3.210745,-3.5026207,-3.6622353,1342
2.0933242,3.76001,3.1934237,0.04615149,-4.8994293,-5.106596,509
3.2769475,-0.61898994,0.33574107,4.2712417,-4.1599116,-4.161664,3877
0.9934443,2.1896102,3.678045,0.82094985,-4.579092,-4.8335266,3034
5.19796,0.39541474,-0.17533773,3.03853,-4.7394724,-4.9707785,731
-1.8391122,2.076894,3.1855302,5.1199985,-4.5727043,-4.957415,1939
-0.42654872,3.0250924,3.5031097,2.3202894,-4.729624,-4.534996,1793
-0.071286485,0.708267,3.9391649,3.5143626,-5.363429,-5.4292316,2057
4.2215915,-0.6083177,1.9092596,2.084729,-4.251066,-4.212621,3761
0.7435698,2.322162,3.188229,3.7062929,-5.80825,-5.7200966,1417
3.038996,0.73420644,2.539337,-0.3568504,-3.5580962,-3.770793,3188
-1.3218933,2.9672477,5.983007,1.5463424,-5.5167494,-5.5868335,2702
1.7255634,0.633287,1.3126551,2.4055805,-3.7350624,-3.8684144,3559
0.43257645,2.7798612,3.3098495,2.6738691,-5.239488,-5.410751,827
1.2923332,0.73467183,0.7848431,3.863733,-4.1922736,-4.3120217,4049
-1.0822986,2.450011,4.8329005,2.325856,-4.9610047,-5.06501,1885
1.2966887,2.740693,4.7371798,1.6451113,-5.8541994,-6.215064,3724
3.3480308,-0.43022886,1.3894705,3.405217,-3.9817438,-4.434686,219
7.1356864,-2.4277275,0.60060287,1.5774765,-3.8960197,-3.9627666,1452
2.497542,1.0332505,2.6161635,1.0194509,-3.9204345,-4.458262,2396
4.706368,0.33589444,0.87216425,0.90487576,-3.4676785,-3.3407755,862
-1.6924168,5.0874977,3.23407,2.6205323,-5.1215606,-5.7274985,1083
-2.933415,5.024171,3.722297,2.3922932,-5.094598,-4.79585,2747
-0.64658105,2.3809583,2.7193654,2.525513,-4.159643,-4.348225,91
3.7577612,-0.6331574,0.8436963,3.28319,-3.769893,-4.417733,2559
2.4065638,0.40789723,2.562414,4.0380683,-5.094679,-5.787537,1474
0.13810852,3.1050332,2.1717103,1.3229567,-3.8559332,-3.8015404,844
-0.83685714,1.5787897,3.446664,4.0523043,-4.8844194,-5.2535768,2761
0.40438175,1.6044272,1.4251126,4.510524,-5.0035253,-4.914158,2188
0.0070240237,3.6488905,3.6685631,1.7052823,-5.548295,-5.267987,1431
-0.10759336,4.1551266,2.8889842,1.5638318,-4.8824854,-5.0169306,2724
4.005362,-0.94889027,1.2097983,1.8016944,-3.6407113,-3.6602764,2438
0.06521505,2.7343419,4.721893,2.0728176,-5.827637,-5.4875355,801
4.0539765,0.97597224,0.31796154,2.139692,-3.9732475,-4.23435,1609
1.5237888,0.2917135,2.4284158,2.8795655,-4.2639456,-4.55259,186
4.8649383,1.1408954,1.9234,0.22259496,-4.5407662,-4.6261578,2009
-1.3978542,2.7703977,2.5394619,4.082763,-4.7716093,-5.1054783,2315
1.4762586,2.381715,2.7807462,1.8711983,-4.696027,-4.9041166,1124
1.0513077,2.1800108,2.8568075,1.0359116,-4.0313606,-4.3077917,473
-0.5408029,3.4155383,4.4847155,0.9365631,-4.597859,-4.801525,2231
-0.52242666,1.8911495,4.60701,1.2079709,-4.334751,-4.2892265,557
1.4344449,1.1966825,1.9857801,1.9514862,-4.1232204,-4.2935457,2350
4.724727,-1.5751812,0.18624061,2.5850303,-3.4266505,-3.1738725,1788
1.9017653,1.4685277,2.9165761,1.555754,-4.3775635,-4.4739265,980
-1.7208066,2.1602223,2.3157856,3.3665934,-4.0691223,-3.8733423,1161
0.43009284,1.8544389,3.1367178,2.6304386,-4.456977,-5.054347,436
0.3885983,1.918803,3.4296017,2.7716916,-4.8861933,-4.892519,2274
-1.849249,1.8505243,1.9807473,5.5263066,-4.451788,-4.533642,2781
-2.7256606,2.299712,3.0085568,6.186211,-5.152654,-5.333104,512
-0.01699176,1.178706,2.8741374,3.753588,-4.5055857,-4.912518,1359
-0.77347904,4.9610577,3.5828803,1.5610526,-4.981454,-5.2734137,1904
2.6704116,1.7266525,3.0616424,1.0173228,-4.487672,-4.7903714,3231
1.4592419,1.0449014,2.497988,3.2066314,-4.42749,-4.360175,1147
-0.8866598,2.705565,3.4494019,3.0934117,-4.804836,-4.6193256,2829
-0.69636893,1.849198,1.3119185,4.0124173,-3.846494,-3.5649061,2683
1.9261441,0.23445298,1.3027879,6.84502,-5.5739584,-6.1031938,1596
1.5964836,0.20853987,2.22527,2.3558714,-3.828997,-3.741825,3009
-2.4880095,3.1745498,3.087662,4.795557,-4.919963,-5.3754168,1820
2.884122,1.6019833,1.4502523,1.0700125,-3.6310296,-3.8136566,2252
-1.8515832,2.57224,2.7858026,4.886947,-4.7746034,-5.2101703,1063
1.092585,1.1039954,2.1958983,3.8189764,-4.7628264,-4.568335,534
-2.9105735,3.173641,3.7415583,4.038914,-4.4962673,-4.83562,3274
-3.9031048,4.5895605,4.2988863,3.5102909,-5.0384607,-5.3674026,1941
0.5007475,1.4238801,2.0867636,3.6526039,-4.3478446,-4.4037514,749
-2.6688614,2.3902278,6.348113,2.8664458,-5.2243767,-5.6758485,1102
1.9890057,0.31682637,3.4076428,2.6674511,-4.53291,-4.295067,2217
-1.3709086,2.134282,3.9628787,2.9698637,-4.840197,-4.921513,398
2.3097343,-0.012151578,0.7314348,3.348189,-3.8697457,-3.7818787,1865
0.11734736,1.4784559,2.3140562,4.000388,-4.2302356,-4.5008283,1026
-0.16779244,3.0304172,4.3706675,1.5788748,-4.818753,-5.1945906,571
1.8362511,1.760455,1.29489,2.1064677,-3.9157057,-4.1286926,365
2.5632088,0.8446038,1.1921915,1.3448832,-3.3199606,-3.5472808,1898
0.90468377,1.4411978,2.3271549,3.1815848,-4.6864357,-4.5725684,3658
-0.66675407,1.2935406,3.050119,2.4790328,-4.057104,-3.43611,2403
1.7347294,0.48078072,0.65671533,4.577531,-4.4958334,-4.6537466,3289
0.30901885,2.6755507,1.4022557,2.2843533,-3.973874,-3.9229558,1716
-0.011624929,4.784152,3.1987364,0.71498436,-5.1605053,-5.3114843,2891
-3.9748507,2.9949415,5.4300256,4.8941817,-5.4125595,-5.632024,2446
3.2167435,1.8417177,2.0850363,2.5810783,-5.44112,-5.337395,1382
1.6828396,0.20330954,1.9903687,3.3850653,-4.249981,-4.270323,1753
-0.5228026,3.914344,2.2922642,2.1179686,-4.4495587,-4.65312,118
0.7655374,3.059917,0.22265306,4.8505383,-4.8291287,-5.1876383,3425
4.037583,-1.0066422,1.4365067,3.0280268,-4.312831,-4.269512,306
0.9356771,3.522722,2.249342,1.375983,-4.1583567,-4.760359,2289
1.7340932,0.95546997,2.1944158,2.2865713,-4.1706705,-4.165,2460
-0.40281022,1.9183153,1.7959064,3.9547465,-4.4481244,-4.6246257,859
0.7644387,1.9112753,2.022278,2.6821842,-3.9531298,-3.7464025,1775
0.19779491,1.6084031,2.6911006,4.3643756,-4.9620705,-5.131662,2658
0.83904094,3.7479732,3.0995467,0.9485029,-4.7864,-5.089222,1508
3.2228332,2.0527155,2.4613483,1.1865325,-5.3356414,-5.2192707,343
2.8540063,-0.034879483,0.99846053,3.4278314,-4.122748,-4.482292,2739
-1.7256328,1.0057083,2.421307,4.071568,-3.7838902,-3.9014463,2425
1.6353828,2.2765296,1.0095072,3.377144,-4.6398125,-4.954426,1730
0.58785444,1.0128938,4.3327193,2.651279,-4.749258,-5.0509906,792
2.7892423,0.055583484,0.95825726,2.290051,-3.0712943,-3.5597978,938
3.0502043,3.3655205,1.7650954,1.6692579,-5.7114587,-6.219063,2973
1.301024,0.66206217,3.7023222,2.1313908,-4.4637346,-4.6819787,656
0.18302323,1.3148558,3.0979083,2.3330066,-3.9859643,-4.0655565,2130
2.774272,2.0057218,3.3009007,0.6846847,-5.100747,-5.3949823,772
5.881294,-3.2701347,0.95804584,2.0420444,-3.1256742,-3.1538453,1225
-1.8537703,4.0860524,2.9783187,5.0816035,-5.497768,-5.6755743,29
-0.5465947,1.3360621,2.0633602,3.2306244,-3.8850484,-3.8363793,2857
1.1143227,2.8204253,3.6785493,1.695188,-4.976984,-5.4740877,2014
3.241254,1.6112509,0.8764859,1.3918308,-3.5616298,-4.040225,287
0.49340403,1.5763179,1.9026419,2.9898188,-3.932528,-4.240401,1058
-0.45442396,1.333637,1.9042808,4.671518,-4.174663,-4.407907,613
2.3152676,3.4299352,2.5322886,-0.032557577,-4.246975,-4.387091,2936
4.8088036,-0.4399619,0.059082575,1.4058971,-3.3015938,-3.3209167,2480
1.5895897,2.2013948,2.2211177,3.0453057,-4.958041,-5.1130037,2175
0.2526669,2.2249172,2.1181653,3.5233548,-4.671654,-4.6876993,2812
0.6544917,0.15395014,0.953462,3.1667817,-3.0070295,-3.0295787,737
-0.35391688,2.0911438,1.1048204,3.4856827,-4.110857,-4.1862774,1260
2.9858441,0.67071265,1.7699726,1.7277693,-4.13442,-4.3125057,1489
-2.1517267,1.9033254,4.264634,5.465882,-5.152636,-5.814146,2051
1.5223106,2.2978046,2.4652765,2.9657285,-5.0359855,-5.03333,635
-0.390904,2.2347677,2.0868273,4.00582,-4.487353,-4.4572325,1362
-1.7292461,1.879599,3.8765306,3.1783435,-4.3804884,-4.5612173,2910
3.3296416,0.1651095,1.91279,1.4451513,-4.0711446,-3.8462963,2153
3.625373,-0.40899616,2.3147018,-0.025900649,-3.422034,-3.3365068,3308
-2.5325775,3.134504,4.1101847,5.8064723,-5.7764645,-6.0412354,1697
3.7432213,1.0566012,2.6870983,0.8126767,-4.6523137,-4.700032,2582
0.6370065,1.4183879,4.162175,0.6874533,-3.9703429,-4.1798434,3973
0.30402952,1.9117519,1.296883,5.0381303,-4.9813538,-4.92178,1246
-2.205846,5.2165976,4.4956145,2.1318884,-5.12169,-5.384289,3130
4.109013,0.27227968,1.2642491,2.4571874,-4.3630795,-4.5368285,670
0.652433,3.9531314,1.4328738,1.3366045,-4.525193,-4.5727205,1327
0.5556143,0.97687364,3.7626195,3.5820253,-4.452791,-5.173731,1878
3.3954582,3.605386,1.7385939,2.0186524,-6.0594954,-6.2821426,2116
-0.001453694,3.284403,2.4414082,2.5046554,-4.9934115,-4.607932,1203
-0.0014409535,3.3973682,2.0550556,3.8188112,-5.701767,-5.414179,3936
1.1198057,2.6416163,2.5999477,1.2657006,-4.39508,-4.511961,448
0.2602522,0.5691844,2.1474457,5.637067,-4.6236286,-5.2242055,3175
0.7178598,2.0226061,2.3209198,2.9973357,-4.814824,-4.976972,2745
-0.123684436,1.9457018,3.099648,3.314793,-4.931598,-4.7283278,1081
0.5603994,3.969622,3.3688867,1.7896601,-5.3745193,-5.397312,860
5.577929,-1.2615585,1.1543561,2.3485193,-4.183896,-4.4336205,2394
1.709927,2.9509027,2.1786706,2.0055811,-4.5032377,-5.0665693,1450
1.6440798,1.3388544,3.3254282,0.735884,-4.2092466,-3.9946938,107
-1.6912147,2.2551367,4.6338587,2.1770058,-4.4181004,-4.760004,944
-0.6491118,0.6159922,3.7993686,4.0109234,-4.2468853,-4.5474997,2661
-0.6372945,1.53882,3.49677,3.176853,-4.5733333,-4.5594153,1887
2.887354,-1.0079387,1.1064376,2.6835058,-3.3443925,-3.5751119,593
-0.6024669,1.0711387,4.3236384,4.0199428,-5.259038,-4.921775,825
1.9985863,1.9401169,1.8850865,2.1227672,-4.0016384,-4.2952766,2700
4.8295064,0.12491542,1.2960064,0.88368183,-4.1968145,-4.084579,1415
4.143353,-0.603133,1.2231344,3.4882152,-4.727159,-4.7278595,2538
5.7129254,-0.7293379,1.9490566,1.5225418,-4.910581,-5.2645087,2624
-0.7723255,3.4662662,3.5883777,3.1611786,-4.987398,-5.33173,901
3.4038079,2.2299726,2.8029485,1.191562,-5.1085186,-4.9568,1517
3.8161523,-0.15032297,1.5868417,2.5091193,-4.206636,-4.410981,3394
-0.7611557,2.1101062,2.3180764,4.754618,-4.6991487,-5.3064723,803
-1.3232217,1.3511693,2.2995334,4.1855636,-4.26763,-4.066886,2726
5.277065,-0.18025468,-0.064288415,2.8851125,-4.5487647,-4.6393337,1985
0.092422605,3.6534173,2.4001796,4.1516037,-5.5519714,-5.5343065,1433
-1.8740371,4.453573,3.083135,2.3093789,-4.4062843,-4.600237,278
-1.8366908,2.704749,2.4806828,5.2680583,-4.7974415,-5.3550076,3745
1.9548798,3.2861266,2.3529732,1.9483283,-5.2020845,-5.3138304,491
5.594083,0.8634157,-0.3672529,1.8360853,-4.9476094,-4.76752,1552
2.964683,0.9257806,1.4085948,1.6905363,-4.061714,-4.4102755,4028
1.2008302,1.0698799,2.7432504,2.0052788,-3.8187451,-4.1475534,2763
1.3095702,0.2605535,2.7818367,3.453954,-4.854002,-5.0949965,3538
-1.5695752,3.612429,2.5909584,3.7815945,-4.9891253,-4.793417,846
2.4855556,1.7934366,0.92227113,2.3023443,-3.7396905,-4.299605,1476
1.0088083,0.22398521,4.2374578,1.1606342,-3.7348578,-3.9934907,3700
0.24425054,0.39131576,2.6134079,3.8952143,-3.932273,-4.17128,1183
-0.082119465,2.2025878,1.8258005,3.8838356,-4.4908895,-4.6519337,93
0.67203695,2.6760905,3.6321752,1.6530721,-4.786234,-5.1636267,510
-0.3737575,2.9348645,0.9819747,3.8605678,-4.2459183,-4.2348633,2276
2.8071318,2.2738626,2.0132616,2.075769,-4.5681596,-5.315503,1163
-1.023415,2.7932627,1.4781935,4.432328,-4.8198094,-4.864499,728
